0.720	-0.201	6.980	21.290	10.068	22.700	0.000	-0.652
0.715	-0.193	6.980	21.280	10.068	22.700	0.000	-0.652
0.715	-0.184	6.980	21.290	10.068	22.700	0.000	-0.652
0.620	-0.180	6.990	21.280	10.068	22.700	0.000	-0.652
0.715	-0.172	6.980	21.290	10.068	22.700	0.000	-0.652
0.715	-0.164	7.000	21.290	10.068	22.700	0.000	-0.652
0.710	-0.156	6.980	21.280	10.068	22.700	0.000	-0.652
0.705	-0.152	6.980	21.290	10.068	22.700	0.000	-0.652
0.710	-0.144	6.990	21.290	10.068	22.700	0.000	-0.652
0.705	-0.136	6.990	21.280	10.068	22.700	0.000	-0.652
0.710	-0.128	7.000	21.290	10.068	22.700	0.000	-0.652
0.805	-0.120	6.990	21.310	10.068	22.700	0.000	-0.652
0.700	-0.116	6.990	21.300	10.068	22.700	0.000	-0.652
0.710	-0.107	6.990	21.300	10.068	22.700	0.000	-0.652
0.710	-0.099	6.990	21.280	10.068	22.700	0.000	-0.652
0.710	-0.091	6.990	21.300	10.068	22.700	0.000	-0.652
0.710	-0.087	6.990	21.300	10.068	22.700	0.000	-0.652
0.710	-0.079	6.980	21.290	10.068	22.700	0.000	-0.652
0.710	-0.071	6.990	21.300	10.068	22.700	0.000	-0.652
0.715	-0.063	7.000	21.310	10.068	22.700	0.000	-0.652
0.720	-0.058	6.990	21.280	10.068	22.700	0.000	-0.652
0.715	-0.050	7.000	21.290	10.068	22.700	0.000	-0.652
0.715	-0.042	6.990	21.310	10.068	22.700	0.000	-0.652
0.620	-0.038	6.990	21.300	10.068	22.700	0.000	-0.652
0.715	-0.030	7.000	21.310	10.068	22.700	0.000	-0.652
0.615	-0.026	6.990	21.300	10.068	22.700	0.000	-0.652
0.620	-0.017	6.980	21.300	10.068	22.700	0.000	-0.652
0.715	-0.009	6.990	21.300	10.068	22.700	0.000	-0.652
0.620	-0.005	6.990	21.290	10.068	22.700	0.000	-0.652
