0.712	0.325	6.970	21.770	10.283	23.500	0.000	-0.042
0.717	0.333	6.970	21.770	10.283	23.500	0.000	-0.042
0.715	0.337	6.970	21.770	10.283	23.500	0.000	-0.042
0.715	0.346	6.970	21.760	10.283	23.500	0.000	-0.042
0.715	0.354	6.970	21.760	10.283	23.500	0.000	-0.042
0.715	0.362	6.970	21.770	10.283	23.500	0.000	-0.042
0.815	0.370	6.970	21.770	10.283	23.500	0.000	-0.042
0.805	0.378	6.970	21.760	10.283	23.500	0.000	-0.042
0.805	0.386	6.970	21.760	10.283	23.500	0.000	-0.042
0.700	0.390	6.970	21.770	10.283	23.500	0.000	-0.042
0.785	0.401	6.970	21.770	10.283	23.500	0.000	-0.042
0.685	0.405	6.970	21.750	10.283	23.500	0.000	-0.042
0.770	0.417	6.970	21.740	10.283	23.500	0.000	-0.042
0.870	0.425	6.970	21.770	10.283	23.500	0.000	-0.042
0.785	0.433	6.970	21.770	10.283	23.500	0.000	-0.042
0.885	0.441	6.970	21.750	10.283	23.500	0.000	-0.042
0.800	0.449	6.970	21.760	10.283	23.500	0.000	-0.042
0.700	0.453	6.970	21.760	10.283	23.500	0.000	-0.042
0.710	0.461	6.970	21.750	10.283	23.500	0.000	-0.042
0.710	0.469	6.970	21.740	10.283	23.500	0.000	-0.042
0.710	0.477	6.970	21.770	10.283	23.500	0.000	-0.042
0.810	0.485	6.970	21.770	10.283	23.500	0.000	-0.042
0.805	0.493	6.970	21.770	10.283	23.500	0.000	-0.042
0.805	0.501	6.970	21.780	10.283	23.500	0.000	-0.042
0.805	0.509	6.970	21.770	10.283	23.500	0.000	-0.042
0.805	0.517	6.970	21.770	10.283	23.500	0.000	-0.042
0.800	0.525	6.970	21.750	10.283	23.500	0.000	-0.042
0.800	0.533	6.970	21.770	10.283	23.500	0.000	-0.042
0.800	0.541	6.970	21.780	10.283	23.500	0.000	-0.042
0.800	0.549	6.970	21.770	10.283	23.500	0.000	-0.042
0.800	0.557	6.970	21.760	10.283	23.500	0.000	-0.042
0.800	0.565	6.970	21.770	10.283	23.500	0.000	-0.042
0.800	0.573	6.970	21.770	10.283	23.500	0.000	-0.042
0.800	0.581	6.970	21.760	10.283	23.500	0.000	-0.042
0.800	0.589	6.970	21.750	10.283	23.500	0.000	-0.042
0.800	0.597	6.970	21.760	10.283	23.500	0.000	-0.042
0.800	0.605	6.970	21.770	10.283	23.500	0.000	-0.042
0.800	0.613	6.970	21.750	10.283	23.500	0.000	-0.042
0.800	0.621	6.970	21.740	10.283	23.500	0.000	-0.042
0.800	0.629	6.970	21.770	10.283	23.500	0.000	-0.042
0.800	0.637	6.970	21.770	10.283	23.500	0.000	-0.042
0.800	0.645	6.970	21.760	10.283	23.500	0.000	-0.042
0.800	0.653	6.970	21.770	10.283	23.500	0.000	-0.042
0.800	0.661	6.970	21.770	10.283	23.500	0.000	-0.042
0.800	0.669	6.970	21.770	10.283	23.500	0.000	-0.042
0.800	0.677	6.970	21.750	10.283	23.500	0.000	-0.042
0.800	0.685	6.970	21.770	10.283	23.500	0.000	-0.042
0.800	0.693	6.970	21.760	10.283	23.500	0.000	-0.042
0.800	0.701	6.970	21.750	10.283	23.500	0.000	-0.042
0.800	0.709	6.970	21.740	10.283	23.500	0.000	-0.042
0.805	0.718	6.970	21.750	10.283	23.500	0.000	-0.042
0.705	0.722	6.970	21.780	10.283	23.500	0.000	-0.042
0.715	0.730	6.970	21.760	10.283	23.500	0.000	-0.042
0.715	0.738	6.970	21.750	10.283	23.500	0.000	-0.042
0.715	0.746	6.970	21.770	10.283	23.500	0.000	-0.042
0.815	0.754	6.970	21.770	10.283	23.500	0.000	-0.042
0.810	0.762	6.970	21.750	10.283	23.500	0.000	-0.042
0.717	0.767	6.970	21.760	10.283	23.500	0.000	-0.042
0.712	0.775	6.970	21.770	10.283	23.500	0.000	-0.042
0.717	0.783	6.970	21.750	10.283	23.500	0.000	-0.042
0.712	0.791	6.970	21.740	10.283	23.500	0.000	-0.042
0.712	0.795	6.970	21.760	10.283	23.500	0.000	-0.042
0.712	0.803	6.970	21.770	10.283	23.500	0.000	-0.042
0.712	0.811	6.970	21.760	10.283	23.500	0.000	-0.042
0.712	0.819	6.970	21.770	10.283	23.500	0.000	-0.042
0.712	0.824	6.970	21.770	10.283	23.500	0.000	-0.042
0.717	0.832	6.970	21.780	10.283	23.500	0.000	-0.042
0.717	0.840	6.970	21.780	10.283	23.500	0.000	-0.042
0.625	0.844	6.970	21.770	10.283	23.500	0.000	-0.042
0.722	0.853	6.970	21.780	10.283	23.500	0.000	-0.042
0.722	0.861	6.970	21.770	10.283	23.500	0.000	-0.042
0.625	0.865	6.970	21.750	10.283	23.500	0.000	-0.042
0.722	0.873	6.970	21.770	10.283	23.500	0.000	-0.042
0.622	0.878	6.970	21.770	10.283	23.500	0.000	-0.042
0.627	0.886	6.970	21.760	10.283	23.500	0.000	-0.042
0.622	0.890	6.970	21.770	10.283	23.500	0.000	-0.042
0.627	0.898	6.980	21.780	10.283	23.500	0.000	-0.042
0.625	0.903	6.980	21.760	10.283	23.500	0.000	-0.042
0.630	0.911	6.970	21.750	10.283	23.500	0.000	-0.042
0.635	0.915	6.980	21.760	10.283	23.500	0.000	-0.042
0.527	0.920	6.970	21.770	10.283	23.500	0.000	-0.042
0.640	0.928	6.980	21.770	10.283	23.500	0.000	-0.042
0.532	0.932	6.980	21.750	10.283	23.500	0.000	-0.042
0.635	0.941	6.980	21.770	10.283	23.500	0.000	-0.042
0.640	0.945	6.970	21.750	10.283	23.500	0.000	-0.042
0.532	0.949	6.970	21.740	10.283	23.500	0.000	-0.042
0.630	0.958	6.970	21.760	10.283	23.500	0.000	-0.042
0.527	0.962	6.970	21.770	10.283	23.500	0.000	-0.042
0.625	0.970	6.970	21.760	10.283	23.500	0.000	-0.042
0.625	0.974	6.970	21.750	10.283	23.500	0.000	-0.042
0.625	0.983	6.970	21.770	10.283	23.500	0.000	-0.042
0.722	0.991	6.970	21.770	10.283	23.500	0.000	-0.042
